tier,rule,match_method,status,match_type,payment_id,utr,merchant_id,razorpay_amount,bank_amount,razorpay_date,bank_date,confidence,rule_fired,timestamp
1,EXACT_REF_MATCH,Deterministic Match,MATCHED,Tier 1 (Exact UTR),pay_2e2ca8a1c8c1,UTR782418829400,MERCH_004,28878.74,28878.74,2026-08-26,2026-08-27,1.0,Deterministic Match (EXACT_REF_MATCH),2026-09-03 21:03:09
1,EXACT_REF_MATCH,Deterministic Match,MATCHED,Tier 1 (Exact UTR),pay_3fe538dce2b8,UTR908887088652,MERCH_005,28454.51,28454.51,2026-08-23,2026-08-25,1.0,Deterministic Match (EXACT_REF_MATCH),2026-09-03 21:03:09
1,EXACT_REF_MATCH,Deterministic Match,MATCHED,Tier 1 (Exact UTR),pay_1090d2c93e6d,UTR724223073326,MERCH_005,37635.37,37635.37,2026-08-14,2026-08-15,1.0,Deterministic Match (EXACT_REF_MATCH),2026-09-03 21:03:09
1,EXACT_REF_MATCH,Deterministic Match,MATCHED,Tier 1 (Exact UTR),pay_4c736f29ac12,UTR62018267664,MERCH_002,24335.5,24335.5,2026-08-23,2026-08-25,1.0,Deterministic Match (EXACT_REF_MATCH),2026-09-03 21:03:09
1,EXACT_REF_MATCH,Deterministic Match,MATCHED,Tier 1 (Exact UTR),pay_678ceecc3476,UTR963368799441,MERCH_005,29122.36,29122.36,2026-08-20,2026-08-22,1.0,Deterministic Match (EXACT_REF_MATCH),2026-09-03 21:03:09
1,EXACT_REF_MATCH,Deterministic Match,MATCHED,Tier 1 (Exact UTR),pay_74032075df29,UTR509769809132,MERCH_003,23670.17,23670.17,2026-08-20,2026-08-22,1.0,Deterministic Match (EXACT_REF_MATCH),2026-09-03 21:03:09
1,EXACT_REF_MATCH,Deterministic Match,MATCHED,Tier 1 (Exact UTR),pay_3c54c36e9e15,UTR380306955934,MERCH_001,23361.88,23361.88,2026-08-16,2026-08-17,1.0,Deterministic Match (EXACT_REF_MATCH),2026-09-03 21:03:09
1,EXACT_REF_MATCH,Deterministic Match,MATCHED,Tier 1 (Exact UTR),pay_2cbc708cf87f,UTR358222528559,MERCH_002,36146.2,36146.2,2026-08-20,2026-08-22,1.0,Deterministic Match (EXACT_REF_MATCH),2026-09-03 21:03:09
1,EXACT_REF_MATCH,Deterministic Match,MATCHED,Tier 1 (Exact UTR),pay_197799a9d951,UTR417441931508,MERCH_001,18705.54,18705.54,2026-08-20,2026-08-22,1.0,Deterministic Match (EXACT_REF_MATCH),2026-09-03 21:03:09
1,EXACT_REF_MATCH,Deterministic Match,MATCHED,Tier 1 (Exact UTR),pay_0bea926273a5,UTR595000570831,MERCH_004,42708.88,42708.88,2026-08-14,2026-08-16,1.0,Deterministic Match (EXACT_REF_MATCH),2026-09-03 21:03:09
1,EXACT_REF_MATCH,Deterministic Match,MATCHED,Tier 1 (Exact UTR),pay_558601ee2e4c,UTR899729532573,MERCH_005,26355.57,26355.57,2026-08-27,2026-08-28,1.0,Deterministic Match (EXACT_REF_MATCH),2026-09-03 21:03:09
1,EXACT_REF_MATCH,Deterministic Match,MATCHED,Tier 1 (Exact UTR),pay_0f69bfc9ecd7,UTR353256584100,MERCH_002,26265.92,26265.92,2026-08-14,2026-08-16,1.0,Deterministic Match (EXACT_REF_MATCH),2026-09-03 21:03:09
1,EXACT_REF_MATCH,Deterministic Match,MATCHED,Tier 1 (Exact UTR),pay_d13be270ecc2,UTR867560003344,MERCH_002,34369.87,34369.87,2026-08-06,2026-08-08,1.0,Deterministic Match (EXACT_REF_MATCH),2026-09-03 21:03:09
1,EXACT_REF_MATCH,Deterministic Match,MATCHED,Tier 1 (Exact UTR),pay_b75d61090078,UTR830147470108,MERCH_001,15965.32,15965.32,2026-08-06,2026-08-08,1.0,Deterministic Match (EXACT_REF_MATCH),2026-09-03 21:03:09
1,EXACT_REF_MATCH,Deterministic Match,MATCHED,Tier 1 (Exact UTR),pay_361a27f0913f,UTR803351798936,MERCH_002,12464.41,12464.41,2026-08-26,2026-08-27,1.0,Deterministic Match (EXACT_REF_MATCH),2026-09-03 21:03:09
1,EXACT_REF_MATCH,Deterministic Match,MATCHED,Tier 1 (Exact UTR),pay_278318b5a179,UTR969207653862,MERCH_001,10392.56,10392.56,2026-08-20,2026-08-21,1.0,Deterministic Match (EXACT_REF_MATCH),2026-09-03 21:03:09
1,EXACT_REF_MATCH,Deterministic Match,MATCHED,Tier 1 (Exact UTR),pay_9b863b993ebf,UTR631365791793,MERCH_003,31853.27,31853.27,2026-08-07,2026-08-08,1.0,Deterministic Match (EXACT_REF_MATCH),2026-09-03 21:03:09
1,EXACT_REF_MATCH,Deterministic Match,MATCHED,Tier 1 (Exact UTR),pay_ea388278ccaa,UTR863235283346,MERCH_004,19353.22,19353.22,2026-08-13,2026-08-14,1.0,Deterministic Match (EXACT_REF_MATCH),2026-09-03 21:03:09
1,EXACT_REF_MATCH,Deterministic Match,MATCHED,Tier 1 (Exact UTR),pay_5fdbe6972141,UTR498574995754,MERCH_005,15896.03,15896.03,2026-08-14,2026-08-16,1.0,Deterministic Match (EXACT_REF_MATCH),2026-09-03 21:03:09
1,EXACT_REF_MATCH,Deterministic Match,MATCHED,Tier 1 (Exact UTR),pay_d522342a79b6,UTR273584041633,MERCH_005,13071.29,13071.29,2026-08-21,2026-08-23,1.0,Deterministic Match (EXACT_REF_MATCH),2026-09-03 21:03:09
1,EXACT_REF_MATCH,Deterministic Match,MATCHED,Tier 1 (Exact UTR),pay_eb60860ecd67,UTR245042058612,MERCH_001,20482.88,20482.88,2026-08-25,2026-08-26,1.0,Deterministic Match (EXACT_REF_MATCH),2026-09-03 21:03:09
1,EXACT_REF_MATCH,Deterministic Match,MATCHED,Tier 1 (Exact UTR),pay_fed2519af2a1,UTR354207851901,MERCH_004,24500.62,24500.62,2026-08-27,2026-08-28,1.0,Deterministic Match (EXACT_REF_MATCH),2026-09-03 21:03:09
1,EXACT_REF_MATCH,Deterministic Match,MATCHED,Tier 1 (Exact UTR),pay_5ce990387406,UTR652775947853,MERCH_001,21511.52,21511.52,2026-08-15,2026-08-17,1.0,Deterministic Match (EXACT_REF_MATCH),2026-09-03 21:03:09
1,EXACT_REF_MATCH,Deterministic Match,MATCHED,Tier 1 (Exact UTR),pay_4784953ce271,UTR201460591137,MERCH_001,23941.24,23941.24,2026-08-18,2026-08-20,1.0,Deterministic Match (EXACT_REF_MATCH),2026-09-03 21:03:09
1,EXACT_REF_MATCH,Deterministic Match,MATCHED,Tier 1 (Exact UTR),pay_770d174676ac,UTR583545281312,MERCH_002,24942.67,24942.67,2026-08-09,2026-08-11,1.0,Deterministic Match (EXACT_REF_MATCH),2026-09-03 21:03:09
1,EXACT_REF_MATCH,Deterministic Match,MATCHED,Tier 1 (Exact UTR),pay_d79650a8fe47,UTR499473904749,MERCH_002,32786.13,32786.13,2026-08-21,2026-08-23,1.0,Deterministic Match (EXACT_REF_MATCH),2026-09-03 21:03:09
1,EXACT_REF_MATCH,Deterministic Match,MATCHED,Tier 1 (Exact UTR),pay_fa9165198afb,UTR30986903492,MERCH_001,27822.5,27822.5,2026-08-16,2026-08-17,1.0,Deterministic Match (EXACT_REF_MATCH),2026-09-03 21:03:09
1,EXACT_REF_MATCH,Deterministic Match,MATCHED,Tier 1 (Exact UTR),pay_6be428ef093b,UTR221543416765,MERCH_005,12266.03,12266.03,2026-08-22,2026-08-24,1.0,Deterministic Match (EXACT_REF_MATCH),2026-09-03 21:03:09
1,EXACT_REF_MATCH,Deterministic Match,MATCHED,Tier 1 (Exact UTR),pay_5e95954cad3a,UTR346495409040,MERCH_002,43538.91,43538.91,2026-08-11,2026-08-12,1.0,Deterministic Match (EXACT_REF_MATCH),2026-09-03 21:03:09
1,EXACT_REF_MATCH,Deterministic Match,MATCHED,Tier 1 (Exact UTR),pay_80dd9e3586e3,UTR134797099307,MERCH_003,37588.31,37588.31,2026-08-13,2026-08-15,1.0,Deterministic Match (EXACT_REF_MATCH),2026-09-03 21:03:09
1,EXACT_REF_MATCH,Deterministic Match,MATCHED,Tier 1 (Exact UTR),pay_65c03c5209db,UTR586249223032,MERCH_002,37555.23,37555.23,2026-08-16,2026-08-17,1.0,Deterministic Match (EXACT_REF_MATCH),2026-09-03 21:03:09
1,EXACT_REF_MATCH,Deterministic Match,MATCHED,Tier 1 (Exact UTR),pay_a85a4e3fdc54,UTR645589202453,MERCH_001,31077.66,31077.66,2026-08-09,2026-08-11,1.0,Deterministic Match (EXACT_REF_MATCH),2026-09-03 21:03:09
1,EXACT_REF_MATCH,Deterministic Match,MATCHED,Tier 1 (Exact UTR),pay_d53cbcd8c555,UTR194256068838,MERCH_003,44919.18,44919.18,2026-08-22,2026-08-23,1.0,Deterministic Match (EXACT_REF_MATCH),2026-09-03 21:03:09
1,EXACT_REF_MATCH,Deterministic Match,MATCHED,Tier 1 (Exact UTR),pay_20773876eb53,UTR985256917184,MERCH_002,35508.7,35508.7,2026-08-14,2026-08-15,1.0,Deterministic Match (EXACT_REF_MATCH),2026-09-03 21:03:09
1,EXACT_REF_MATCH,Deterministic Match,MATCHED,Tier 1 (Exact UTR),pay_4d2760dedbee,UTR617802773850,MERCH_002,41229.66,41229.66,2026-08-06,2026-08-07,1.0,Deterministic Match (EXACT_REF_MATCH),2026-09-03 21:03:09
1,EXACT_REF_MATCH,Deterministic Match,MATCHED,Tier 1 (Exact UTR),pay_40080190ce99,UTR413961849745,MERCH_002,32703.49,32703.49,2026-08-23,2026-08-25,1.0,Deterministic Match (EXACT_REF_MATCH),2026-09-03 21:03:09
1,EXACT_REF_MATCH,Deterministic Match,MATCHED,Tier 1 (Exact UTR),pay_0e45d75664e0,UTR628497452143,MERCH_004,33386.8,33386.8,2026-08-05,2026-08-07,1.0,Deterministic Match (EXACT_REF_MATCH),2026-09-03 21:03:09
1,EXACT_REF_MATCH,Deterministic Match,MATCHED,Tier 1 (Exact UTR),pay_244a351fd381,UTR49236515277,MERCH_003,22213.95,22213.95,2026-08-21,2026-08-22,1.0,Deterministic Match (EXACT_REF_MATCH),2026-09-03 21:03:09
1,EXACT_REF_MATCH,Deterministic Match,MATCHED,Tier 1 (Exact UTR),pay_b37cd7f07d20,UTR275813001521,MERCH_001,2752.82,2752.82,2026-08-26,2026-08-28,1.0,Deterministic Match (EXACT_REF_MATCH),2026-09-03 21:03:09
1,EXACT_REF_MATCH,Deterministic Match,MATCHED,Tier 1 (Exact UTR),pay_0e83250b5b9c,UTR591334386537,MERCH_004,42306.15,42306.15,2026-08-08,2026-08-10,1.0,Deterministic Match (EXACT_REF_MATCH),2026-09-03 21:03:09
1,EXACT_REF_MATCH,Deterministic Match,MATCHED,Tier 1 (Exact UTR),pay_904955549be8,UTR862177107711,MERCH_003,43663.41,43663.41,2026-08-09,2026-08-11,1.0,Deterministic Match (EXACT_REF_MATCH),2026-09-03 21:03:09
1,EXACT_REF_MATCH,Deterministic Match,MATCHED,Tier 1 (Exact UTR),pay_7df220923761,UTR240458371815,MERCH_001,42329.78,42329.78,2026-08-05,2026-08-07,1.0,Deterministic Match (EXACT_REF_MATCH),2026-09-03 21:03:09
1,EXACT_REF_MATCH,Deterministic Match,MATCHED,Tier 1 (Exact UTR),pay_e4aa14f8b769,UTR290910656616,MERCH_005,2025.39,2025.39,2026-08-18,2026-08-20,1.0,Deterministic Match (EXACT_REF_MATCH),2026-09-03 21:03:09
1,EXACT_REF_MATCH,Deterministic Match,MATCHED,Tier 1 (Exact UTR),pay_4ba38e4c0794,UTR671289123882,MERCH_004,7186.25,7186.25,2026-08-15,2026-08-16,1.0,Deterministic Match (EXACT_REF_MATCH),2026-09-03 21:03:09
1,EXACT_REF_MATCH,Deterministic Match,MATCHED,Tier 1 (Exact UTR),pay_2ff2bf8e7566,UTR202777322978,MERCH_004,18629.92,18629.92,2026-08-21,2026-08-23,1.0,Deterministic Match (EXACT_REF_MATCH),2026-09-03 21:03:09
1,EXACT_REF_MATCH,Deterministic Match,MATCHED,Tier 1 (Exact UTR),pay_cc151247e053,UTR698035355351,MERCH_005,16477.67,16477.67,2026-08-08,2026-08-10,1.0,Deterministic Match (EXACT_REF_MATCH),2026-09-03 21:03:09
1,EXACT_REF_MATCH,Deterministic Match,MATCHED,Tier 1 (Exact UTR),pay_4ea5ca024a4d,UTR237775099839,MERCH_003,31078.62,31078.62,2026-08-19,2026-08-21,1.0,Deterministic Match (EXACT_REF_MATCH),2026-09-03 21:03:09
1,EXACT_REF_MATCH,Deterministic Match,MATCHED,Tier 1 (Exact UTR),pay_596c85d34215,UTR517105018810,MERCH_002,42671.41,42671.41,2026-08-15,2026-08-17,1.0,Deterministic Match (EXACT_REF_MATCH),2026-09-03 21:03:09
1,EXACT_REF_MATCH,Deterministic Match,MATCHED,Tier 1 (Exact UTR),pay_4153b73912cb,UTR593566068620,MERCH_005,25767.13,25767.13,2026-08-27,2026-08-29,1.0,Deterministic Match (EXACT_REF_MATCH),2026-09-03 21:03:09
1,EXACT_REF_MATCH,Deterministic Match,MATCHED,Tier 1 (Exact UTR),pay_64717d91f56a,UTR5892956839,MERCH_001,35009.39,35009.39,2026-08-16,2026-08-18,1.0,Deterministic Match (EXACT_REF_MATCH),2026-09-03 21:03:09
1,EXACT_REF_MATCH,Deterministic Match,MATCHED,Tier 1 (Exact UTR),pay_d927a68724d1,UTR339956940169,MERCH_002,36144.38,36144.38,2026-08-05,2026-08-07,1.0,Deterministic Match (EXACT_REF_MATCH),2026-09-03 21:03:09
1,EXACT_REF_MATCH,Deterministic Match,MATCHED,Tier 1 (Exact UTR),pay_07efb3f2906c,UTR900936755842,MERCH_003,36954.97,36954.97,2026-08-26,2026-08-27,1.0,Deterministic Match (EXACT_REF_MATCH),2026-09-03 21:03:09
1,EXACT_REF_MATCH,Deterministic Match,MATCHED,Tier 1 (Exact UTR),pay_0853baf6587b,UTR731408756158,MERCH_003,15352.68,15352.68,2026-08-16,2026-08-17,1.0,Deterministic Match (EXACT_REF_MATCH),2026-09-03 21:03:09
1,EXACT_REF_MATCH,Deterministic Match,MATCHED,Tier 1 (Exact UTR),pay_a97b19ee1475,UTR198322101950,MERCH_005,34908.62,34908.62,2026-08-07,2026-08-09,1.0,Deterministic Match (EXACT_REF_MATCH),2026-09-03 21:03:09
1,EXACT_REF_MATCH,Deterministic Match,MATCHED,Tier 1 (Exact UTR),pay_e667cac385ca,UTR268350016397,MERCH_004,32307.07,32307.07,2026-08-06,2026-08-07,1.0,Deterministic Match (EXACT_REF_MATCH),2026-09-03 21:03:09
1,EXACT_REF_MATCH,Deterministic Match,MATCHED,Tier 1 (Exact UTR),pay_b1dee6b3a570,UTR889325670938,MERCH_005,36276.02,36276.02,2026-08-05,2026-08-07,1.0,Deterministic Match (EXACT_REF_MATCH),2026-09-03 21:03:09
1,EXACT_REF_MATCH,Deterministic Match,MATCHED,Tier 1 (Exact UTR),pay_9580b6a9f9b6,UTR213435127275,MERCH_001,40864.59,40864.59,2026-08-12,2026-08-14,1.0,Deterministic Match (EXACT_REF_MATCH),2026-09-03 21:03:09
1,EXACT_REF_MATCH,Deterministic Match,MATCHED,Tier 1 (Exact UTR),pay_1753c07a19c8,UTR888184401172,MERCH_004,20746.91,20746.91,2026-08-21,2026-08-23,1.0,Deterministic Match (EXACT_REF_MATCH),2026-09-03 21:03:09
1,EXACT_REF_MATCH,Deterministic Match,MATCHED,Tier 1 (Exact UTR),pay_647d6e3cb490,UTR814192577661,MERCH_001,25759.79,25759.79,2026-08-20,2026-08-21,1.0,Deterministic Match (EXACT_REF_MATCH),2026-09-03 21:03:09
1,EXACT_REF_MATCH,Deterministic Match,MATCHED,Tier 1 (Exact UTR),pay_1d46bc8b8650,UTR871729830225,MERCH_005,41951.3,41951.3,2026-08-25,2026-08-26,1.0,Deterministic Match (EXACT_REF_MATCH),2026-09-03 21:03:09
1,EXACT_REF_MATCH,Deterministic Match,MATCHED,Tier 1 (Exact UTR),pay_2695ef54ac0f,UTR231047767309,MERCH_001,28500.37,28500.37,2026-08-07,2026-08-08,1.0,Deterministic Match (EXACT_REF_MATCH),2026-09-03 21:03:09
1,EXACT_REF_MATCH,Deterministic Match,MATCHED,Tier 1 (Exact UTR),pay_46aafc50ead8,UTR469720261931,MERCH_005,20874.26,20874.26,2026-08-23,2026-08-24,1.0,Deterministic Match (EXACT_REF_MATCH),2026-09-03 21:03:09
1,EXACT_REF_MATCH,Deterministic Match,MATCHED,Tier 1 (Exact UTR),pay_14d3a165c7f3,UTR66939331818,MERCH_005,34088.07,34088.07,2026-08-18,2026-08-20,1.0,Deterministic Match (EXACT_REF_MATCH),2026-09-03 21:03:09
1,EXACT_REF_MATCH,Deterministic Match,MATCHED,Tier 1 (Exact UTR),pay_e7b1746c5eab,UTR883862266606,MERCH_001,41126.84,41126.84,2026-08-19,2026-08-20,1.0,Deterministic Match (EXACT_REF_MATCH),2026-09-03 21:03:09
1,EXACT_REF_MATCH,Deterministic Match,MATCHED,Tier 1 (Exact UTR),pay_6e326f027a3b,UTR970969844928,MERCH_001,44604.0,44604.0,2026-08-27,2026-08-28,1.0,Deterministic Match (EXACT_REF_MATCH),2026-09-03 21:03:09
1,EXACT_REF_MATCH,Deterministic Match,MATCHED,Tier 1 (Exact UTR),pay_ebaff0d6967f,UTR59675803984,MERCH_002,23927.6,23927.6,2026-08-17,2026-08-18,1.0,Deterministic Match (EXACT_REF_MATCH),2026-09-03 21:03:09
1,EXACT_REF_MATCH,Deterministic Match,MATCHED,Tier 1 (Exact UTR),pay_38b763534336,UTR819220238372,MERCH_001,36790.86,36790.86,2026-08-23,2026-08-25,1.0,Deterministic Match (EXACT_REF_MATCH),2026-09-03 21:03:09
1,EXACT_REF_MATCH,Deterministic Match,MATCHED,Tier 1 (Exact UTR),pay_2f3aff3bc214,UTR424321389132,MERCH_003,12151.18,12151.18,2026-08-08,2026-08-09,1.0,Deterministic Match (EXACT_REF_MATCH),2026-09-03 21:03:09
1,EXACT_REF_MATCH,Deterministic Match,MATCHED,Tier 1 (Exact UTR),pay_74d51829a0a2,UTR379471214849,MERCH_001,22365.74,22365.74,2026-08-07,2026-08-09,1.0,Deterministic Match (EXACT_REF_MATCH),2026-09-03 21:03:09
1,EXACT_REF_MATCH,Deterministic Match,MATCHED,Tier 1 (Exact UTR),pay_8a145b64ce2a,UTR830762311644,MERCH_003,12351.7,12351.7,2026-08-17,2026-08-19,1.0,Deterministic Match (EXACT_REF_MATCH),2026-09-03 21:03:09
1,EXACT_REF_MATCH,Deterministic Match,MATCHED,Tier 1 (Exact UTR),pay_00c484e4a789,UTR370817107852,MERCH_004,5369.48,5369.48,2026-08-17,2026-08-19,1.0,Deterministic Match (EXACT_REF_MATCH),2026-09-03 21:03:09
1,EXACT_REF_MATCH,Deterministic Match,MATCHED,Tier 1 (Exact UTR),pay_e2b54a22cf90,UTR12950711095,MERCH_004,15083.86,15083.86,2026-08-24,2026-08-26,1.0,Deterministic Match (EXACT_REF_MATCH),2026-09-03 21:03:09
1,EXACT_REF_MATCH,Deterministic Match,MATCHED,Tier 1 (Exact UTR),pay_14af3679a343,UTR531520130987,MERCH_002,27764.28,27764.28,2026-08-26,2026-08-27,1.0,Deterministic Match (EXACT_REF_MATCH),2026-09-03 21:03:09
1,EXACT_REF_MATCH,Deterministic Match,MATCHED,Tier 1 (Exact UTR),pay_6aca3d6c313a,UTR369658258050,MERCH_005,15821.77,15821.77,2026-08-05,2026-08-07,1.0,Deterministic Match (EXACT_REF_MATCH),2026-09-03 21:03:09
1,EXACT_REF_MATCH,Deterministic Match,MATCHED,Tier 1 (Exact UTR),pay_4c10236806ff,UTR53973661261,MERCH_001,32555.28,32555.28,2026-08-27,2026-08-28,1.0,Deterministic Match (EXACT_REF_MATCH),2026-09-03 21:03:09
1,EXACT_REF_MATCH,Deterministic Match,MATCHED,Tier 1 (Exact UTR),pay_aef107828b1d,UTR908549083422,MERCH_003,23434.46,23434.46,2026-08-25,2026-08-27,1.0,Deterministic Match (EXACT_REF_MATCH),2026-09-03 21:03:09
1,EXACT_REF_MATCH,Deterministic Match,MATCHED,Tier 1 (Exact UTR),pay_d68703a9c7fc,UTR232121021661,MERCH_004,26510.76,26510.76,2026-08-04,2026-08-06,1.0,Deterministic Match (EXACT_REF_MATCH),2026-09-03 21:03:09
